match_id,season,city,venue,date,team1,team2,toss_winner,toss_decision,winner
1,2017,Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2017-04-05,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Sunrisers Hyderabad
2,2017,Pune,Maharashtra Cricket Association Stadium,2017-04-06,Rising Pune Supergiant,Mumbai Indians,Rising Pune Supergiant,field,Rising Pune Supergiant
3,2017,Rajkot,Saurashtra Cricket Association Stadium,2017-04-07,Gujarat Lions,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders
4,2017,Indore,Holkar Cricket Stadium,2017-04-08,Kings XI Punjab,Rising Pune Supergiant,Kings XI Punjab,field,Kings XI Punjab
5,2017,Bengaluru,M.Chinnaswamy Stadium,2017-04-08,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,bat,Royal Challengers Bangalore
6,2017,Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2017-04-09,Sunrisers Hyderabad,Gujarat Lions,Sunrisers Hyderabad,field,Sunrisers Hyderabad
7,2017,Mumbai,Wankhede Stadium,2017-04-09,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,Mumbai Indians
8,2017,Indore,Holkar Cricket Stadium,2017-04-10,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Kings XI Punjab
9,2017,Pune,Maharashtra Cricket Association Stadium,2017-04-11,Rising Pune Supergiant,Delhi Daredevils,Rising Pune Supergiant,field,Delhi Daredevils
10,2017,Mumbai,Wankhede Stadium,2017-04-12,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,field,Mumbai Indians
11,2017,Kolkata,Eden Gardens,2017-04-13,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,field,Kolkata Knight Riders
12,2017,Bangalore,M Chinnaswamy Stadium,2017-04-14,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Mumbai Indians
13,2017,Rajkot,Saurashtra Cricket Association Stadium,2017-04-14,Gujarat Lions,Rising Pune Supergiant,Gujarat Lions,field,Gujarat Lions
14,2017,Kolkata,Eden Gardens,2017-04-15,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Kolkata Knight Riders
15,2017,Delhi,Feroz Shah Kotla,2017-04-15,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,bat,Delhi Daredevils
16,2017,Mumbai,Wankhede Stadium,2017-04-16,Mumbai Indians,Gujarat Lions,Mumbai Indians,field,Mumbai Indians
17,2017,Bangalore,M Chinnaswamy Stadium,2017-04-16,Royal Challengers Bangalore,Rising Pune Supergiant,Royal Challengers Bangalore,field,Rising Pune Supergiant
18,2017,Delhi,Feroz Shah Kotla,2017-04-17,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,bat,Kolkata Knight Riders
19,2017,Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2017-04-17,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,Sunrisers Hyderabad
20,2017,Rajkot,Saurashtra Cricket Association Stadium,2017-04-18,Gujarat Lions,Royal Challengers Bangalore,Gujarat Lions,field,Royal Challengers Bangalore
21,2017,Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2017-04-19,Sunrisers Hyderabad,Delhi Daredevils,Sunrisers Hyderabad,bat,Sunrisers Hyderabad
22,2017,Indore,Holkar Cricket Stadium,2017-04-20,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,Mumbai Indians
23,2017,Kolkata,Eden Gardens,2017-04-21,Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,field,Gujarat Lions
24,2017,Mumbai,Wankhede Stadium,2017-04-22,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,Mumbai Indians
25,2017,Pune,Maharashtra Cricket Association Stadium,2017-04-22,Rising Pune Supergiant,Sunrisers Hyderabad,Rising Pune Supergiant,field,Rising Pune Supergiant
26,2017,Rajkot,Saurashtra Cricket Association Stadium,2017-04-23,Gujarat Lions,Kings XI Punjab,Gujarat Lions,field,Kings XI Punjab
27,2017,Kolkata,Eden Gardens,2017-04-23,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Kolkata Knight Riders
28,2017,Mumbai,Wankhede Stadium,2017-04-24,Mumbai Indians,Rising Pune Supergiant,Mumbai Indians,field,Rising Pune Supergiant
29,2017,Pune,Maharashtra Cricket Association Stadium,2017-04-26,Rising Pune Supergiant,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders
30,2017,Bangalore,M Chinnaswamy Stadium,2017-04-27,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,field,Gujarat Lions
31,2017,Kolkata,Eden Gardens,2017-04-28,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,field,Kolkata Knight Riders
32,2017,Chandigarh,"Punjab Cricket Association IS Bindra Stadium, Mohali",2017-04-28,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,field,Sunrisers Hyderabad
33,2017,Pune,Maharashtra Cricket Association Stadium,2017-04-29,Rising Pune Supergiant,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Rising Pune Supergiant
34,2017,Rajkot,Saurashtra Cricket Association Stadium,2017-04-29,Gujarat Lions,Mumbai Indians,Gujarat Lions,bat,
35,2017,Chandigarh,"Punjab Cricket Association IS Bindra Stadium, Mohali",2017-04-30,Kings XI Punjab,Delhi Daredevils,Kings XI Punjab,field,Kings XI Punjab
36,2017,Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2017-04-30,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,Sunrisers Hyderabad
37,2017,Mumbai,Wankhede Stadium,2017-05-01,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Mumbai Indians
38,2017,Pune,Maharashtra Cricket Association Stadium,2017-05-01,Rising Pune Supergiant,Gujarat Lions,Rising Pune Supergiant,field,Rising Pune Supergiant
39,2017,Delhi,Feroz Shah Kotla,2017-05-02,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,field,Delhi Daredevils
40,2017,Kolkata,Eden Gardens,2017-05-03,Kolkata Knight Riders,Rising Pune Supergiant,Rising Pune Supergiant,field,Rising Pune Supergiant
41,2017,Delhi,Feroz Shah Kotla,2017-05-04,Delhi Daredevils,Gujarat Lions,Delhi Daredevils,field,Delhi Daredevils
42,2017,Bangalore,M Chinnaswamy Stadium,2017-05-05,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,field,Kings XI Punjab
43,2017,Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2017-05-06,Sunrisers Hyderabad,Rising Pune Supergiant,Sunrisers Hyderabad,field,Rising Pune Supergiant
44,2017,Delhi,Feroz Shah Kotla,2017-05-06,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,field,Mumbai Indians
45,2017,Bangalore,M Chinnaswamy Stadium,2017-05-07,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders
46,2017,Chandigarh,"Punjab Cricket Association IS Bindra Stadium, Mohali",2017-05-07,Kings XI Punjab,Gujarat Lions,Gujarat Lions,field,Gujarat Lions
47,2017,Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2017-05-08,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,bat,Sunrisers Hyderabad
48,2017,Chandigarh,"Punjab Cricket Association IS Bindra Stadium, Mohali",2017-05-09,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,Kings XI Punjab
49,2017,Kanpur,Green Park,2017-05-10,Gujarat Lions,Delhi Daredevils,Delhi Daredevils,field,Delhi Daredevils
50,2017,Mumbai,Wankhede Stadium,2017-05-11,Mumbai Indians,Kings XI Punjab,Mumbai Indians,field,Kings XI Punjab
51,2017,Delhi,Feroz Shah Kotla,2017-05-12,Delhi Daredevils,Rising Pune Supergiant,Delhi Daredevils,bat,Delhi Daredevils
52,2017,Kanpur,Green Park,2017-05-13,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad
53,2017,Kolkata,Eden Gardens,2017-05-13,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,field,Mumbai Indians
54,2017,Pune,Maharashtra Cricket Association Stadium,2017-05-14,Rising Pune Supergiant,Kings XI Punjab,Rising Pune Supergiant,field,Rising Pune Supergiant
55,2017,Delhi,Feroz Shah Kotla,2017-05-14,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Royal Challengers Bangalore
56,2017,Mumbai,Wankhede Stadium,2017-05-16,Mumbai Indians,Rising Pune Supergiant,Mumbai Indians,field,Rising Pune Supergiant
57,2017,Bangalore,M Chinnaswamy Stadium,2017-05-17,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders
58,2017,Bangalore,M Chinnaswamy Stadium,2017-05-19,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,Mumbai Indians
59,2017,Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2017-05-21,Mumbai Indians,Rising Pune Supergiant,Mumbai Indians,bat,Mumbai Indians
60,2018,Mumbai,Wankhede Stadium,2018-04-07,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings
61,2018,Chandigarh,Punjab Cricket Association IS Bindra Stadium,2018-04-08,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab
62,2018,Kolkata,Eden Gardens,2018-04-08,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders
63,2018,Hyderabad,Rajiv Gandhi International Stadium,2018-04-09,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad
64,2018,Chennai,MA Chidambaram Stadium,2018-04-10,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings
65,2018,Jaipur,Sawai Mansingh Stadium,2018-04-11,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,field,Rajasthan Royals
66,2018,Hyderabad,Rajiv Gandhi International Stadium,2018-04-12,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad
67,2018,Bengaluru,M.Chinnaswamy Stadium,2018-04-13,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore
68,2018,Mumbai,Wankhede Stadium,2018-04-14,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,Delhi Daredevils
69,2018,Kolkata,Eden Gardens,2018-04-14,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad
70,2018,Bengaluru,M.Chinnaswamy Stadium,2018-04-15,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Rajasthan Royals
71,2018,Chandigarh,Punjab Cricket Association IS Bindra Stadium,2018-04-15,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,Kings XI Punjab
72,2018,Kolkata,Eden Gardens,2018-04-16,Kolkata Knight Riders,Delhi Daredevils,Delhi Daredevils,field,Kolkata Knight Riders
73,2018,Mumbai,Wankhede Stadium,2018-04-17,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Mumbai Indians
74,2018,Jaipur,Sawai Mansingh Stadium,2018-04-18,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders
75,2018,Chandigarh,Punjab Cricket Association IS Bindra Stadium,2018-04-19,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,bat,Kings XI Punjab
76,2018,Pune,Maharashtra Cricket Association Stadium,2018-04-20,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,Chennai Super Kings
77,2018,Kolkata,Eden Gardens,2018-04-21,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab
78,2018,Bengaluru,M.Chinnaswamy Stadium,2018-04-21,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore
79,2018,Hyderabad,Rajiv Gandhi International Stadium,2018-04-22,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Chennai Super Kings
80,2018,Jaipur,Sawai Mansingh Stadium,2018-04-22,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,Rajasthan Royals
81,2018,Delhi,Arun Jaitley Stadium,2018-04-23,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,Kings XI Punjab
82,2018,Mumbai,Wankhede Stadium,2018-04-24,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,Sunrisers Hyderabad
83,2018,Bengaluru,M.Chinnaswamy Stadium,2018-04-25,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings
84,2018,Hyderabad,Rajiv Gandhi International Stadium,2018-04-26,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,Sunrisers Hyderabad
85,2018,Delhi,Arun Jaitley Stadium,2018-04-27,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,Delhi Daredevils
86,2018,Pune,Maharashtra Cricket Association Stadium,2018-04-28,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Mumbai Indians
87,2018,Jaipur,Sawai Mansingh Stadium,2018-04-29,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad
88,2018,Bengaluru,M.Chinnaswamy Stadium,2018-04-29,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders
89,2018,Pune,Maharashtra Cricket Association Stadium,2018-04-30,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,field,Chennai Super Kings
90,2018,Bengaluru,M.Chinnaswamy Stadium,2018-05-01,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Royal Challengers Bangalore
91,2018,Delhi,Arun Jaitley Stadium,2018-05-02,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,field,Delhi Daredevils
92,2018,Kolkata,Eden Gardens,2018-05-03,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders
93,2018,Indore,Holkar Cricket Stadium,2018-05-04,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,Mumbai Indians
94,2018,Pune,Maharashtra Cricket Association Stadium,2018-05-05,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings
95,2018,Hyderabad,Rajiv Gandhi International Stadium,2018-05-05,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,bat,Sunrisers Hyderabad
96,2018,Mumbai,Wankhede Stadium,2018-05-06,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,Mumbai Indians
97,2018,Indore,Holkar Cricket Stadium,2018-05-06,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab
98,2018,Hyderabad,Rajiv Gandhi International Stadium,2018-05-07,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Sunrisers Hyderabad
99,2018,Jaipur,Sawai Mansingh Stadium,2018-05-08,Rajasthan Royals,Kings XI Punjab,Rajasthan Royals,bat,Rajasthan Royals
100,2018,Kolkata,Eden Gardens,2018-05-09,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,Mumbai Indians
101,2018,Delhi,Arun Jaitley Stadium,2018-05-10,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,bat,Sunrisers Hyderabad
102,2018,Jaipur,Sawai Mansingh Stadium,2018-05-11,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,Rajasthan Royals
103,2018,Indore,Holkar Cricket Stadium,2018-05-12,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,Kolkata Knight Riders
104,2018,Delhi,Arun Jaitley Stadium,2018-05-12,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore
105,2018,Pune,Maharashtra Cricket Association Stadium,2018-05-13,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings
106,2018,Mumbai,Wankhede Stadium,2018-05-13,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals
107,2018,Indore,Holkar Cricket Stadium,2018-05-14,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore
108,2018,Kolkata,Eden Gardens,2018-05-15,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders
109,2018,Mumbai,Wankhede Stadium,2018-05-16,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,field,Mumbai Indians
110,2018,Bengaluru,M.Chinnaswamy Stadium,2018-05-17,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Royal Challengers Bangalore
111,2018,Delhi,Arun Jaitley Stadium,2018-05-18,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,field,Delhi Daredevils
112,2018,Jaipur,Sawai Mansingh Stadium,2018-05-19,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,Rajasthan Royals
113,2018,Hyderabad,Rajiv Gandhi International Stadium,2018-05-19,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,Kolkata Knight Riders
114,2018,Delhi,Arun Jaitley Stadium,2018-05-20,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,bat,Delhi Daredevils
115,2018,Pune,Maharashtra Cricket Association Stadium,2018-05-20,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings
116,2018,Mumbai,Wankhede Stadium,2018-05-22,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings
117,2018,Kolkata,Eden Gardens,2018-05-23,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Kolkata Knight Riders
118,2018,Kolkata,Eden Gardens,2018-05-25,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,Sunrisers Hyderabad
119,2018,Mumbai,Wankhede Stadium,2018-05-27,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings
120,2019,Chennai,MA Chidambaram Stadium,2019-03-23,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings
121,2019,Kolkata,Eden Gardens,2019-03-24,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders
122,2019,Mumbai,Wankhede Stadium,2019-03-24,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,Delhi Capitals
123,2019,Jaipur,Sawai Mansingh Stadium,2019-03-25,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,Kings XI Punjab
124,2019,Delhi,Arun Jaitley Stadium,2019-03-26,Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,Chennai Super Kings
125,2019,Kolkata,Eden Gardens,2019-03-27,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,Kolkata Knight Riders
126,2019,Bengaluru,M.Chinnaswamy Stadium,2019-03-28,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Mumbai Indians
127,2019,Hyderabad,Rajiv Gandhi International Stadium,2019-03-29,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,bat,Sunrisers Hyderabad
128,2019,Chandigarh,Punjab Cricket Association IS Bindra Stadium,2019-03-30,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab
129,2019,Delhi,Arun Jaitley Stadium,2019-03-30,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,
130,2019,Hyderabad,Rajiv Gandhi International Stadium,2019-03-31,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Sunrisers Hyderabad
131,2019,Chennai,MA Chidambaram Stadium,2019-03-31,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,Chennai Super Kings
132,2019,Chandigarh,Punjab Cricket Association IS Bindra Stadium,2019-04-01,Kings XI Punjab,Delhi Capitals,Delhi Capitals,field,Kings XI Punjab
133,2019,Jaipur,Sawai Mansingh Stadium,2019-04-02,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals
134,2019,Mumbai,Wankhede Stadium,2019-04-03,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Mumbai Indians
135,2019,Delhi,Arun Jaitley Stadium,2019-04-04,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad
136,2019,Bengaluru,M.Chinnaswamy Stadium,2019-04-05,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders
137,2019,Chennai,MA Chidambaram Stadium,2019-04-06,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,Chennai Super Kings
138,2019,Hyderabad,Rajiv Gandhi International Stadium,2019-04-06,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Mumbai Indians
139,2019,Bengaluru,M.Chinnaswamy Stadium,2019-04-07,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,Delhi Capitals
140,2019,Jaipur,Sawai Mansingh Stadium,2019-04-07,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders
141,2019,Chandigarh,Punjab Cricket Association IS Bindra Stadium,2019-04-08,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab
142,2019,Chennai,MA Chidambaram Stadium,2019-04-09,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings
143,2019,Mumbai,Wankhede Stadium,2019-04-10,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,Mumbai Indians
144,2019,Jaipur,Sawai Mansingh Stadium,2019-04-11,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings
145,2019,Kolkata,Eden Gardens,2019-04-12,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,Delhi Capitals
146,2019,Mumbai,Wankhede Stadium,2019-04-13,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals
147,2019,Chandigarh,Punjab Cricket Association IS Bindra Stadium,2019-04-13,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore
148,2019,Kolkata,Eden Gardens,2019-04-14,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings
149,2019,Hyderabad,Rajiv Gandhi International Stadium,2019-04-14,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Delhi Capitals
150,2019,Mumbai,Wankhede Stadium,2019-04-15,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Mumbai Indians
151,2019,Chandigarh,Punjab Cricket Association IS Bindra Stadium,2019-04-16,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,Kings XI Punjab
152,2019,Hyderabad,Rajiv Gandhi International Stadium,2019-04-17,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,Sunrisers Hyderabad
153,2019,Delhi,Arun Jaitley Stadium,2019-04-18,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,Mumbai Indians
154,2019,Kolkata,Eden Gardens,2019-04-19,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,Royal Challengers Bangalore
155,2019,Jaipur,Sawai Mansingh Stadium,2019-04-20,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals
156,2019,Delhi,Arun Jaitley Stadium,2019-04-20,Kings XI Punjab,Delhi Capitals,Delhi Capitals,field,Delhi Capitals
157,2019,Hyderabad,Rajiv Gandhi International Stadium,2019-04-21,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad
158,2019,Bengaluru,M.Chinnaswamy Stadium,2019-04-21,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,Royal Challengers Bangalore
159,2019,Jaipur,Sawai Mansingh Stadium,2019-04-22,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,Delhi Capitals
160,2019,Chennai,MA Chidambaram Stadium,2019-04-23,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings
161,2019,Bengaluru,M.Chinnaswamy Stadium,2019-04-24,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,Royal Challengers Bangalore
162,2019,Kolkata,Eden Gardens,2019-04-25,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals
163,2019,Chennai,MA Chidambaram Stadium,2019-04-26,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Mumbai Indians
164,2019,Jaipur,Sawai Mansingh Stadium,2019-04-27,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals
165,2019,Delhi,Arun Jaitley Stadium,2019-04-28,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,bat,Delhi Capitals
166,2019,Kolkata,Eden Gardens,2019-04-28,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Kolkata Knight Riders
167,2019,Hyderabad,Rajiv Gandhi International Stadium,2019-04-29,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,Sunrisers Hyderabad
168,2019,Bengaluru,M.Chinnaswamy Stadium,2019-04-30,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,
169,2019,Chennai,MA Chidambaram Stadium,2019-05-01,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,Chennai Super Kings
170,2019,Mumbai,Wankhede Stadium,2019-05-02,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,
171,2019,Chandigarh,Punjab Cricket Association IS Bindra Stadium,2019-05-03,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders
172,2019,Delhi,Arun Jaitley Stadium,2019-05-04,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,bat,Delhi Capitals
173,2019,Bengaluru,M.Chinnaswamy Stadium,2019-05-04,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore
174,2019,Chandigarh,Punjab Cricket Association IS Bindra Stadium,2019-05-05,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab
175,2019,Mumbai,Wankhede Stadium,2019-05-05,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Mumbai Indians
176,2019,Chennai,MA Chidambaram Stadium,2019-05-07,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,Mumbai Indians
177,2019,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2019-05-08,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,Delhi Capitals
178,2019,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2019-05-10,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings
179,2019,Hyderabad,Rajiv Gandhi International Stadium,2019-05-12,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,Mumbai Indians
180,2020,Abu Dhabi,Sheikh Zayed Stadium,2020-09-19,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings
